,Unnamed: 0,Jargon_Terms,Jargon_Type,is_Jargon
392,392,en pointe,French,True
393,393,eau de cologne,French,True
394,394,eau de toilette,French,True
395,395,eau de vie,French,True
396,396,écarté,French,True
397,397,échappé,French,True
398,398,éclair,French,True
399,399,éclat,French,True
400,400,écorché,French,True
401,401,élan,French,True
402,402,élan vital,French,True
403,403,éminence grise,French,True
404,404,en banc,French,True
405,405,en bloc,French,True
406,406,en garde,French,True
407,407,en passant,French,True
408,408,en pointe,French,True
409,409,en route,French,True
410,410,on the way,French,True
411,411,enfant terrible,French,True
412,412,ennui,French,True
413,413,entente,French,True
414,414,entre nous,French,True
415,415,entrée,French,True
416,416,entremets,French,True
417,417,entrepreneur,French,True
418,418,embonpoint,French,True
419,419,escargot,French,True
420,420,esprit de corps,French,True
421,421,esprit de l'escalier,French,True
422,422,"l'état, c'est moi !",French,True
423,423,étude,French,True
424,424,étui,French,True
425,425,excusez-moi,French,True
426,426,extraordinaire,French,True
427,427,façade,French,True
428,428,fait accompli,French,True
429,429,faute de mieux,French,True
430,430,faux,French,True
431,431,faux pas,French,True
432,432,femme fatale,French,True
433,433,feuilleton,French,True
434,434,fiancé(e),French,True
435,435,film noir,French,True
436,436,fils,French,True
437,437,fin de siècle,French,True
438,438,flambé,French,True
439,439,flambeau,French,True
440,440,flâneur,French,True
441,441,fleur-de-lis,French,True
442,442,fleur-de-lis,French,True
443,443,fleur de sel,French,True
444,444,fleur de sel,French,True
445,445,foie gras,French,True
446,446,foie gras,French,True
447,447,folie à deux,French,True
448,448,force majeure,French,True
449,449,forte,French,True
450,450,froideur,French,True
451,451,gendarmes,French,True
452,452,grenadier,French,True
453,453,gaffe,French,True
454,454,blunder,French,True
455,455,garçon,French,True
456,456,gauche,French,True
457,457,gaucherie,French,True
458,458,gendarme,French,True
459,459,gendarmerie,French,True
460,460,genre,French,True
461,461,gîte ,French,True
462,462,glissade,French,True
463,463,grand prix,French,True
464,464,grand guignol,French,True
465,465,grenadier,French,True
466,466,haute couture,French,True
467,467,habitué,French,True
468,468,haute couture,French,True
469,469,haute école,French,True
470,470,hauteur,French,True
471,471,"lit. ""height"": arrogance.",French,True
472,472,haut monde,French,True
473,473,hors de combat,French,True
474,474,hors concours,French,True
475,475,hors d'œuvre,French,True
476,476,"lit. ""outside the ",French,True
477,477,ingénue,French,True
478,478,idée fixe,French,True
479,479,impasse,French,True
480,480,ingénu(e),French,True
481,481,j'accuse,French,True
482,482,j'adoube,French,True
483,483,je ne regrette rien,French,True
484,484,je ne sais quoi,French,True
485,485,jeu d'esprit,French,True
486,486,jeunesse dorée,French,True
487,487,joie de vivre,French,True
488,488,l'appel du vide,French,True
489,489,laïcité,French,True
490,490,laissez-faire,French,True
491,491,laissez-passer,French,True
492,492,lamé,French,True
493,493,lanterne rouge,French,True
494,494,lèse majesté,French,True
495,495,liaison,French,True
496,496,lingerie,French,True
497,497,littérateur,French,True
498,498,louche,French,True
499,499,louis quatorze,French,True
500,500,louis quinze,French,True
501,501,macramé,French,True
502,502,mange tout,French,True
503,503,mardi gras,French,True
504,504,macramé,French,True
505,505,madame ,French,True
506,506,mademoiselle,French,True
507,507,malaise,French,True
508,508,mange tout,French,True
509,509,manqué,French,True
510,510,mardi gras,French,True
511,511,marque,French,True
512,512,matériel,French,True
513,513,mauvais quart d'heure,French,True
514,514,mélange,French,True
515,515,mêlée,French,True
516,516,ménage à trois,French,True
517,517,métier,French,True
518,518,milieu,French,True
519,519,milieu intérieur,French,True
520,520,mirepoix,French,True
521,521,mise en place,French,True
522,522,mise en scène,French,True
523,523,mise en table,French,True
524,524,montage,French,True
525,525,le mot juste,French,True
526,526,motif,French,True
527,527,moue,French,True
528,528,mousse,French,True
529,529,"né, née",French,True
530,530,n'est-ce pas?,French,True
531,531,"""isn't it ",French,True
532,532,noblesse oblige,French,True
533,533,nom de guerre,French,True
534,534,nom de plume,French,True
535,535,nouveau riche,French,True
536,536,nouvelle vague,French,True
537,537,objet d'art,French,True
538,538,objet trouvé,French,True
539,539,œuvre,French,True
540,540,omelette,French,True
541,541,opéra bouffe,French,True
542,542,outré,French,True
543,543,pain au chocolat,French,True
544,544,parkour,French,True
545,545,pince-nez,French,True
546,546,pain au chocolat,French,True
547,547,pain aux raisins,French,True
548,548,panache,French,True
549,549,papier-mâché,French,True
550,550,par avion,French,True
551,551,par excellence,French,True
552,552,parc fermé,French,True
553,553,parkour,French,True
554,554,parole,French,True
555,555,parvenu,French,True
556,556,pas de deux,French,True
557,557,pas de trois,French,True
558,558,passe-partout,French,True
559,559,pastiche,French,True
560,560,patois,French,True
561,561,a dialect; jargon.,French,True
562,562,père ,French,True
563,563,peloton,French,True
564,564,petite bourgeoisie,French,True
565,565,la petite mort,French,True
566,566,pied-noir,French,True
567,567,pince-nez,French,True
568,568,piste,French,True
569,569,plage ,French,True
570,570,plat du jour,French,True
571,571,plongeur (fem. plongeuse),French,True
572,572,point d'appui,French,True
573,573,porte cochère,French,True
574,574,poseur,French,True
575,575,pot-au-feu,French,True
576,576,pour encourager les autres,French,True
577,577,pourboire,French,True
578,578,prairie,French,True
579,579,prêt-à-porter,French,True
580,580,prie-dieu,French,True
581,581,"lit. ""pray ",French,True
582,582,prix fixe,French,True
583,583,protégé(e),French,True
584,584,provocateur,French,True
585,585,quai d'orsay,French,True
586,586,quatorze juillet,French,True
587,587,quelle bonne idée !,French,True
588,588,what a good idea!,French,True
589,589,quel dommage !,French,True
590,590,quel horreur !,French,True
591,591,quelle surprise !,French,True
592,592,what a surprising thing!,French,True
593,593,roux,French,True
594,594,raconteur,French,True
595,595,a storyteller.,French,True
596,596,raison d'être,French,True
597,597,rapport,French,True
598,598,rapprochement,French,True
599,599,reconnaissance,French,True
600,600,renaissance,French,True
601,601,répertoire,French,True
602,602,reportage,French,True
603,603,restaurateur,French,True
604,604,a restaurant owner.,French,True
605,605,riposte,French,True
606,606,rive gauche,French,True
607,607,roi fainéant,French,True
608,608,rôle,French,True
609,609,roman à clef,French,True
610,610,roué,French,True
611,611,roux,French,True
612,612,sang-froid,French,True
613,613,sans,French,True
614,614,without.,French,True
615,615,sans-culottes,French,True
616,616,sauté ,French,True
617,617,savant,French,True
618,618,savoir-faire,French,True
619,619,savoir-vivre,French,True
620,620,sobriquet,French,True
621,621,soi-disant,French,True
622,622,soigné,French,True
623,623,soirée,French,True
624,624,sommelier,French,True
625,625,soupçon,French,True
626,626,soupe du jour,French,True
627,627,succès d'estime,French,True
628,628,tableau vivant,French,True
629,629,tableau,French,True
630,630,tableau vivant,French,True
631,631,tenné,French,True
632,632,tête-à-tête,French,True
633,633,toilette,French,True
634,634,torsades de pointes,French,True
635,635,touché,French,True
636,636,tout court,French,True
637,637,tout de suite,French,True
638,638,tranche,French,True
639,639,triage,French,True
640,640,trou de loup,French,True
641,641,tricoteuse,French,True
642,642,trompe-l'œil,French,True
643,643,trou de loup,French,True
644,644,va-et-vient ,French,True
645,645,venu(e),French,True
646,646,vin de pays,French,True
647,647,salad with vinaigrette dressing,French,True
648,648,vinaigrette,French,True
649,649,vis-à-vis (also vis-a-vis),French,True
650,650,vive ,French,True
651,651,vive la différence !,French,True
652,652,"lit. """,French,True
653,653,voilà !,French,True
654,654,volte-face,French,True
655,655,voyeur,French,True
656,656,zut alors!,French,True
657,657,accoutrement,French,True
658,658,appliqué,French,True
659,659,après-ski,French,True
660,660,artiste,French,True
661,661,arrêt à bon temps,French,True
662,662,auteur,French,True
663,663,au naturel,French,True
664,664,à la mode,French,True
665,665,bête noire,French,True
666,666,boutique,French,True
667,667,boutonnière,French,True
668,668,cause célèbre,French,True
669,669,chacun à son goût,French,True
670,670,chanson,French,True
671,671,château,French,True
672,672,chef,French,True
673,673,cinq à sept,French,True
674,674,claque,French,True
675,675,connoisseur,French,True
676,676,corsage,French,True
677,677,début,French,True
678,678,décolletage,French,True
679,679,démarche,French,True
680,680,dépanneur,French,True
681,681,émigré,French,True
682,682,encore,French,True
683,683,en masse,French,True
684,684,en suite,French,True
685,685,entrée,French,True
686,686,épée,French,True
687,687,escritoire,French,True
688,688,exposé,French,True
689,689,femme,French,True
690,690,fin de siècle,French,True
691,691,forte,French,True
692,692,hors d'oeuvre,French,True
693,693,la sauce est tout,French,True
694,694,marquee,French,True
695,695,nostalgie de la boue,French,True
696,696,outré,French,True
697,697,passé,French,True
698,698,peignoir,French,True
699,699,pièce d'occasion,French,True
700,700,portemanteau (pl. portemanteaux),French,True
701,701,potpourri,French,True
702,702,précis,French,True
703,703,première,French,True
704,704,raisonneur,French,True
705,705,recherché,French,True
706,706,rendezvous,French,True
707,707,reprise,French,True
708,708,résumé,French,True
709,709,risqué (also risque) ,French,True
710,710,sexually suggestive;,French,True
711,711,rouge,French,True
712,712,séance ,French,True
713,713,touché,French,True
714,714,vignette,French,True
715,715,found only in english,French,True
716,716,a canadian aide-de-camp,French,True
717,717,aide-de-camp,French,True
718,718,cinquefoil,French,True
719,719,cri de cœur,French,True
720,720,demi-monde,French,True
721,721,double entendre,French,True
722,722,in lieu (of),French,True
723,723,léger de main (legerdemain),French,True
724,724,maître d',French,True
725,725,negligée,French,True
726,726,succès de scandale,French,True
727,727,voir dire,French,True
728,728,securitay,French,True
729,729,pan pan,French,True
730,730,mayday,French,True
731,731,seelonce,French,True
732,732,seelonce fee nee,French,True
733,733,pru donce,French,True
734,734,may dee cal,French,True
735,735,ab absurdo,Latin,True
737,737,ab aeterno,Latin,True
738,738,ab antiquo,Latin,True
739,739,a bene placito,Latin,True
740,740,ab epistulis,Latin,True
741,741,ab extra,Latin,True
742,742,ab hinc,Latin,True
743,743,ab imo pectore,Latin,True
744,744,ab inconvenienti,Latin,True
745,745,ab incunabulis,Latin,True
746,746,ab initio,Latin,True
747,747,ab intestato,Latin,True
748,748,ab intra,Latin,True
749,749,ab invito,Latin,True
750,750,ab irato,Latin,True
751,751,ab origine,Latin,True
752,752,ab ovo usque ad mala,Latin,True
753,753,absens haeres non erit,Latin,True
754,755,absit iniuria,Latin,True
755,756,absit invidia,Latin,True
756,757,absit omen,Latin,True
757,758,absolutum dominium,Latin,True
758,759,absolvo,Latin,True
759,760,abundans cautela non nocet,Latin,True
760,761,ab uno disce omnes,Latin,True
761,763,abusus non tollit usum,Latin,True
762,764,ab utili,Latin,True
763,765,abyssus abyssum invocat,Latin,True
764,766,a caelo usque ad centrum,Latin,True
765,767,a capite ad calcem,Latin,True
766,768,accipe hoc,Latin,True
768,770,a contrario,Latin,True
769,771,acta deos numquam mortalia fallunt,Latin,True
770,772,acta est fabula plaudite,Latin,True
771,773,acta non verba,Latin,True
772,774,acta sanctorum,Latin,True
773,775,actiones secundum fidei,Latin,True
776,778,actus reus,Latin,True
777,779,ad absurdum,Latin,True
778,780,ad abundantiam,Latin,True
779,781,ad acta,Latin,True
780,782,ad altiora tendo,Latin,True
781,783,ad arbitrium,Latin,True
782,784,ad astra,Latin,True
783,785,ad astra per aspera,Latin,True
784,786,ad augusta per angusta,Latin,True
785,787,ad captandum vulgus,Latin,True
786,788,ad clerum,Latin,True
787,789,a Deucalione,Latin,True
788,790,ad eundem,Latin,True
789,791,ad fontes,Latin,True
790,792,ad fundum,Latin,True
791,793,ad hoc,Latin,True
792,794,ad hominem,Latin,True
793,795,ad honorem,Latin,True
794,796,ad infinitum,Latin,True
795,798,ad kalendas graecas,Latin,True
796,800,ad litem,Latin,True
797,801,ad lucem,Latin,True
798,803,ad meliora,Latin,True
799,804,ad mortem,Latin,True
800,805,ad multos annos,Latin,True
801,806,ad nauseam,Latin,True
802,807,ad oculos,Latin,True
803,808,ad pedem litterae,Latin,True
804,809,ad perpetuam memoriam,Latin,True
805,811,ad quod damnum,Latin,True
806,812,ad referendum,Latin,True
807,814,ad rem,Latin,True
808,815,ad sumus,Latin,True
809,816,ad susceptum perficiendum,Latin,True
810,817,ad terminum qui praeteriit,Latin,True
811,818,ad undas,Latin,True
812,819,ad unum,Latin,True
813,820,ad usum Delphini,Latin,True
814,822,ad utrumque paratus,Latin,True
815,823,ad valorem,Latin,True
816,824,ad victoriam,Latin,True
817,825,ad vitam aeternam,Latin,True
818,826,ad vitam aut culpam,Latin,True
819,827,addendum,Latin,True
820,828,adaequatio intellectus et rei,Latin,True
822,830,adsum,Latin,True
823,831,adversus solem ne loquitor,Latin,True
824,832,advocatus diaboli,Latin,True
825,833,aegri somnia,Latin,True
826,834,aetatis,Latin,True
827,835,aetatis suae,Latin,True
828,836,a falsis principiis proficisci,Latin,True
829,837,affidavit,Latin,True
830,838,a fortiori,Latin,True
831,839,age quod agis,Latin,True
832,841,Agnus Dei,Latin,True
833,842,alea iacta est,Latin,True
834,843,alenda lux ubi orta libertas,Latin,True
835,844,alias,Latin,True
836,845,alibi,Latin,True
838,847,aliquid stat pro aliquo,Latin,True
839,848,alis aquilae,Latin,True
840,849,alis grave nil,Latin,True
841,850,alis volat propriis,Latin,True
842,851,alma mater,Latin,True
843,852,alter ego,Latin,True
845,854,alterum non laedere,Latin,True
846,855,alumnus or,Latin,True
847,856,alumna,Latin,True
848,857,a mari usque ad mare,Latin,True
849,858,amicus certus in re incerta,Latin,True
850,859,amicus curiae,Latin,True
851,860,"Amicus Plato, sed magis amica veritas.",Latin,True
852,861,amittere legem terrae,Latin,True
853,862,amat victoria curam,Latin,True
854,863,amor Dei intellectualis,Latin,True
856,865,amor fati,Latin,True
857,866,amor omnibus idem,Latin,True
858,867,amor patriae,Latin,True
859,868,amor vincit omnia,Latin,True
860,869,anglice,Latin,True
861,870,animus in consulendo liber,Latin,True
862,873,anno regni,Latin,True
863,874,annuit cœptis,Latin,True
864,875,annus horribilis,Latin,True
865,876,annus mirabilis,Latin,True
866,877,annus terribilis,Latin,True
867,878,ante bellum,Latin,True
868,880,Ante faciem Domini,Latin,True
869,881,ante litteram,Latin,True
870,883,ante mortem,Latin,True
871,884,ante omnia armari,Latin,True
872,886,a pedibus usque ad caput,Latin,True
873,887,aperire terram gentibus,Latin,True
874,888,a posse ad esse,Latin,True
875,889,a posteriori,Latin,True
876,890,apparatus criticus,Latin,True
877,891,a priori,Latin,True
878,892,apud,Latin,True
879,894,aqua fortis,Latin,True
880,895,aqua pura,Latin,True
881,896,aqua regia,Latin,True
882,897,aqua vitae,Latin,True
883,898,aquila non capit muscas,Latin,True
884,899,arare litus,Latin,True
885,900,arbiter elegantiarum,Latin,True
886,901,arcana imperii,Latin,True
887,902,arcanum boni tenoris animae,Latin,True
888,903,arcus senilis,Latin,True
889,904,arduus ad solem,Latin,True
890,905,argentum album,Latin,True
891,906,arguendo,Latin,True
892,907,argumentum,Latin,True
893,908,ars celare artem,Latin,True
894,909,ars gratia artis,Latin,True
895,910,"ars longa, vita brevis",Latin,True
896,911,arte et labore,Latin,True
897,912,arte et marte,Latin,True
898,913,Artis Bohemiae Amicis,Latin,True
899,914,asinus ad lyram,Latin,True
900,915,asinus asinum fricat,Latin,True
902,917,"astra inclinant, sed non obligant",Latin,True
903,918,auctores varii,Latin,True
904,919,auctoritas,Latin,True
905,920,auctoritas non veritas facit legem,Latin,True
906,921,"audacter calumniare, semper aliquid haeret",Latin,True
907,922,audax at fidelis,Latin,True
908,923,audeamus,Latin,True
909,924,audemus jura nostra defendere,Latin,True
910,925,audentes fortuna iuvat,Latin,True
911,926,audere est facere,Latin,True
912,927,audi alteram partem,Latin,True
913,928,audio hostem,Latin,True
914,929,"audi, vide, tace",Latin,True
915,930,aurea mediocritas,Latin,True
916,931,auri sacra fames,Latin,True
917,932,auribus teneo lupum,Latin,True
918,933,aurora australis,Latin,True
919,934,aurora borealis,Latin,True
920,935,aurora musis amica,Latin,True
921,936,aurum potestas est,Latin,True
922,937,auspicium melioris aevi,Latin,True
923,938,aut Caesar aut nihil,Latin,True
924,939,aut consiliis aut ense,Latin,True
925,940,aut cum scuto aut in scuto,Latin,True
926,941,aut imiteris aut oderis,Latin,True
927,942,aut neca aut necare,Latin,True
928,943,aut pax aut bellum,Latin,True
929,944,aut simul stabunt aut simul cadent,Latin,True
930,945,aut viam inveniam aut faciam,Latin,True
931,946,aut vincere aut mori,Latin,True
932,947,ave atque vale,Latin,True
933,948,ave Europa nostra vera patria,Latin,True
934,949,"Ave Imperator, morituri te salutant",Latin,True
935,950,Ave Maria,Latin,True
936,951,ave mater Angliae,Latin,True
937,952,B[edit],Latin,True
938,953,Latin,Latin,True
939,954,barba crescit caput nescit,Latin,True
940,955,barba non facit philosophum,Latin,True
941,956,barba tenus sapientes,Latin,True
942,958,beatae memoriae,Latin,True
943,959,beati pauperes spiritu,Latin,True
944,960,beati possidentes,Latin,True
945,961,beati qui ambulant lege domini,Latin,True
946,962,beatus homo qui invenit sapientiam,Latin,True
